Q19818	Q9VDK5
Q94420	Q7KTV4
Q09583	P32379	P18053
H2KY99	Q9VYI1
O17679	Q95RU8
Q9VG04	P47085
P52821	P48588	Q3E792
Q12531	Q24107
Q24574	P43593
Q9V4C9	P39956
Q06287	Q9XX15	Q9W4J5
Q9W2R3	P34657	P34756
Q9BL58	Q8INQ9
Q9VZK8	Q07551
H2L026	P05084
P55853	O97102	Q12306
G5ECM2	Q0E8G1
Q9VF08	P42949
Q21121	Q8IQ70
Q22289	Q9VMR2
Q9W4P5	Q95YD5	P32366
P34618	P05205
A9UJN4	Q8IN89	P38903
Q9VRT7	O18694	P40089
Q7K155	P53394
G5EF99	P02516
G5EFB9	O76878
O44502	Q9VKH0
Q9VT33	Q21994	P38063
P41810	Q9TYL9	P45437
P34562	Q9VGE4
Q12455	Q9VHA1
P19109	P32892
P90994	Q9VA37
Q5U179	P38890
P52656	P32774
Q9NLD1	Q8IP90
P41885	Q9W2R9	Q12466
P48154	P55830	P23248
Q07825	O44750	Q9VJG0
Q12186	G5EFG9	Q8IH06
Q9W5H8	P43570
G5EC57	P51022
Q9VVC5	P20967
Q9W3F6	Q01532
P34524	Q9VZE6	Q08235
P52010	P15425	P53728
P90820	Q9VJ80
Q0KHR7	Q07657
G5EBV0	Q8SX21
Q9XTJ4	P13054
G5EEH9	Q02199
P45962	Q960Z0
Q27606	O44706	P10614
Q17763	Q24251
Q8SZF1	P25301
Q9NDT1	Q9XZ29	P32364
B9WRT9	Q7KN04
Q94300	P0C0W9
Q17849	Q9VSX2
Q22708	Q9VGH5
Q24093	P38295
Q9VNF4	P40580
G5EC78	Q9VWD9	P48510
Q9VWH7	Q9N590	P40433
Q9W1S5	O62102	P30656
Q20561	Q0IGU7
P34599	Q8T4F2
Q9V813	Q07938
Q95Y99	P29295	Q9VJC2
Q9VHZ5	Q20939	P38075
Q23333	Q9VVW2
Q8MMD0	P47111
Q966L6	Q9VB74
G5EBY8	Q9VQG9
P22147	Q9VM71
Q9V3X5	P38042
Q95Q25	P25453
Q9GZE9	Q9VN86
Q09250	Q9VEX9
O44406	Q9W2A1
O44991	P38789
Q8I4E2	Q9VQQ6	P47057
P33322	O17919	O44081
Q9U3A4	Q5BIE4
G5ED84	Q9W2S3
Q9W2M2	P32356
P36009	O45244	Q9VR29
P20227	P13393
Q9W330	P04806
O02658	P48461	P14747
G5ECN1	Q94900
Q19202	Q9VGN8
Q7K4Q9	P54871	P54839
Q9V9Y0	P38734
O17214	Q9W3X6	P08417
Q95008	Q9V5C6	P21243
Q5TYK5	Q9VAA9
Q95Y82	Q7KRW1
P91918	Q9W087	P47093
O62376	Q9W2I6
Q9VP29	Q9XWK2	Q08971
Q8MQ56	Q8T8W2
Q8IH00	P53254
Q18955	P40791	Q12224
Q20976	Q8IRR0	Q03529
P34567	Q9VNP8	Q04673
Q965J0	P91620
P34808	Q961H1
P52906	P02833
H2KYP0	Q9VQK1
Q9VD22	Q07527
Q9XW26	Q9V9N4	P07248
P22137	P34574	P29742
P32481	Q95XR0	P45975
Q22560	P52295	Q02821
P48362	Q9BL64	Q9VBG6
O44760	Q9I7T7
Q4V5H1	P47103
P42941	Q9U1W7	Q9VSY6
P32581	P34556	Q9W3N8
P19109-2	P25808
Q20375	O18680	P25045
Q9BIB3	Q95R98	P38796
Q9VEK5	G5EEI4	P40583
P48156	Q8MLY8
P50882	Q95Y90	P05738
C5NU64	Q7JUR6	P38339
Q7JP65	P29503
H9G2T2	P46824
Q9VVA7	P25604
P38138	Q20239	Q7KMM4
Q8MKN0	Q05779
P35817	Q95RV8
Q17334	Q07786
O01576	P48837
P91829	P34021
Q9VCE1	Q22592	Q02948
Q9U1U4	A1ZBR5
P38709	Q69Z13	A5XCL5
Q8SXP0	Q9XXT5	P32567
Q18090	Q9U4L6	P23644
Q8MSW1	P40164
Q05062	Q962I2	Q00245
Q9N413	Q9BLX1
Q20303	Q9VV87	P25358
Q09452	Q9U405
Q9VB75	P50276
P32030	P41813
P39745	P40417	P43568
P19881	O44538	Q9VYT0
P15007	P00925
P47980	G5ECB9	P47977
Q9U6Y9	P46580	P38274
P07284	Q18678	Q9VQL1
Q9W0I6	P42837
Q9VYT3	Q06010
Q9NA30	Q9VPW2	P53867
P40320-2	P50305	P10659
Q9XVS8	Q9U1H9	Q99257
Q7JW03	P06104
Q93353	Q8MT18
Q9VWD1	Q01519
P34345	Q9VSL2
Q05016	Q9U1L2
Q12494	Q93644	Q9VPR6
Q8WQA8	P55828	P38701
O02637	Q9W3C8
P22813	P10961
P41807	Q22494	Q9V3J1
P11484	P09446	Q9VSI1
A1ZBC4	P06242
Q95NM6	Q8IPY9
G5ED66	O77215
Q9V438	Q17770	Q12404
Q7JWD6	Q9BKS1	Q03071
Q21192	Q9VJ37
Q8I941	P33324
Q9N6D7	P29468
Q8SYX2	P40515
Q9VW52	Q03338
O18048	P33244
Q18964	Q9VKW1
Q18994	Q9W541	P32501
G5ECU7	P18289
O18405	P53337
Q9TZL9	O46038
Q9VXA9	P38555
Q27597	P47169
Q18953	Q9VNE3
Q9VAX3	Q17350	P04147
O18239	Q8STG9	P38353
Q0E940	P53235
Q23087	Q9VV49	P38226
Q9VIE8	Q23500	P39533
O01868	P04449
P28518	P28519
Q9N574	Q9V9L1
P38805	O62518	Q9VBY2
G5EDK5	Q9VGG5
P49041	Q24186	P26783
Q9TZ70	Q9VB47
Q7KIF8	P46970
Q9W0A7	Q18246	Q99260
Q9I7K5	Q05359
P36015	Q94241	O77434
P90917	Q9W4E2	P38011
O01901	Q9VLT8
Q19749	P12695	Q9VM14
Q9VN89	P39955
P38307	Q21997	Q9VQ57
G5EET3	Q24036
Q9N368	Q9V3W7	P38922
Q8WT44	M9PD06	P39944
P52654	O44625	P32773
Q19087	P14904
P32565	Q18115	Q9V3P6
Q9NJH7	P46943
Q9W0L7	Q01477
Q9W0T1	Q6BER5	Q07442
Q27535	Q9VST4
P49960	Q9XWV4	Q9W424
Q9VKB1	Q18662	Q04749
Q9TZK1	Q9XTP7
P00175	Q9V4N3
Q20950	Q9VN93-2
Q09444	Q9XZ61
Q9N360	Q9W2F0
G5EG54	Q9VB02	P80235
Q9VP04	P53224
Q9VSW1	P32861
Q9W374	Q18164	Q12680
P36018	P08645
Q8SYC4	Q10956	Q06705
Q93568	Q9W1Y1
Q21531	O61380	P39936
H2KYX3	Q24564
P17886	Q12309
Q94392	Q9XZC3	P33297
Q22436	P14199
H2KZ29	P46674
H2L099	Q7KV88
Q03571	Q9VCN7
P38629	P53016	Q9VKW3
Q9TXQ9	Q7JRJ1
Q20100	Q03784
Q22820	Q9V9R4	P20485
Q93533	Q95T12
G5ED42	Q9W2L9
Q9VJ39	Q10740
Q9VU95	Q18040	P50277
Q9VIS4	Q06053
Q3Y409	Q7KNC5
O61201	P38164
Q7JZ25	P37020
Q86MF0	Q0E8F8	P39521
G5EG13	Q7K0F7
Q95U36	P34512	P39993
P91938	P41921
O74700	Q9Y0V2	Q9VYD7
P32944	O17049	Q17446
Q17427	P43577
Q9VIU4	O44732	P22140
Q22243	Q6AWJ9
Q9VRG7	Q02776
P45978	Q9XW17	Q9VTZ0
Q12402	Q9N4G8	Q7JRH2
P40343	Q17796	Q960X8
P91927	Q9XVM0	Q08179
A4UVJ6	Q9VK25	P13259
Q7KVY7	P32867
P40301	Q27488	P40303
Q12139	G5EC77	Q9VEW6
Q9NIU2	P49405	P26321
Q9XX14	Q9VNS2	P40529
G8JYB2	P35220
P0CG71	P15357	P05759
A1Z850	P34697	P00445
Q4W4Y4	Q12003	Q961E7
Q9VX15	Q18547	P38251
Q93635	Q9VF72
Q9VU17	P39004
Q9I7I0	P24871
P90849	Q9VMB9
Q9W4N8	P40075
Q18421	P48604	P38523
Q94522	O02642	P53598
O62275	Q9VUQ5
Q8IAA6	O96435
Q27389	Q9VNE9	P26784
O45797	Q05652	P38622
Q9W555	Q09236	P43621
G5EGI1	Q9VWF2
Q9V3A7	Q12267
P50140	Q9VJX7	P19882
Q9VC28	P91154	Q08962
O77469	P10041
A1ZAW3	P35688
P12370	P21137	P06245
Q09373	Q24044	P42841
P53599	P50488	P52304
Q8MPS6	Q9TVM2	P30822
Q9VAK0	P40968
Q8SXC2	P47039
Q9W345	Q04629
Q9VWF5	P07347
Q23679	Q9V439
Q9U3L0	Q8IMM9
Q9VRQ4	P47912
Q9VQ34	P32857
Q9VU67	Q9XW68	P47122
Q9VC06	P35999
Q9N341	P09052	P51979
Q9VVW5	P40479
Q21323	P43332	P40567
Q9VJ33	Q03919
P09180	O02056	P49626
P54854	Q9U539	Q961R9
Q09413	Q9VCP0
Q9TW67	Q02890	Q7KRR5
Q18204	A1ZAY1
Q9VSZ3	Q94178	Q12145
O02649	P39077
Q17784	Q9Y103
P43572	G5EC14	Q0E9C2
G5EGE2	P02836
A1Z705	P36051
O45812	Q9W0B3
P50245	P27604	P39954
Q9XW58	Q9VLK1	P47083
Q18573	Q9W1B3
Q18212	Q9W3Y5	P24783
Q20046	Q9VDK3
P91249	P08120
Q7K3D4	P32472
Q0E9E2	P32327
G5ECJ5	Q9VEM2
Q9U2X0	Q9VFB3	P38074
Q19980	P48596	P51601
P34766	P10035
Q7KMP8	Q22253	Q04062
P09088	Q9VTW3
Q9N4A7	P53011	Q9V3J4
Q95RT1	P38009
P80667	Q19951	Q7JRD4
O77430	G5ECU1	P52286
O46087	Q22006	P53877
Q9VGB6	Q12040
Q9VCE9	P53929
P90916	A1Z8D0	Q03897
P13508	Q8SWY2
H2KYJ8	Q05192-2
O97121	P55216	P38716
Q24152	Q17868	P20486
Q8STA5	Q04344
Q961D4	P36004
Q9VD65	P19146
P46654	P46769	P38979
Q8MXR2	Q9W0D6
Q9VJ21	P12866
Q9NAN2	O97111
O45364	Q9VE00
P91917	Q8SWU7	P38219
G5ECD7	P07207	P39010
Q23187	Q9VMV9	Q12443
Q9VCY8	Q12442
Q04499	P09368
P10081	Q9VD51
Q9XUS3	Q9VT94
P12646	P11412
P42573	Q8IRY7
O45313	Q9VBL2
P27398	Q22143	Q03792
Q9N5K2	P20434
P38748	Q95QN6	Q9VDZ1
Q7JY68	Q07800
A1ZAD2	P28834
Q9VX25	P28263
G5EDZ2	P03962
Q10579	Q9VGE5
Q21263	P23757
Q9VS54	Q12051
Q9Y105	P46655
P08970	Q7JNM3	P08153
P91277	Q7KA80
Q9VPH8	P39706
Q9NA81	Q7K2Q8	Q03337
P10038	Q9VWH1
P41937	Q24560
Q20084	Q9VHC7	P25555
Q19350	Q9VZ44
Q9NA26	Q9V359	Q02767
Q9VW26	P07991
Q94251	Q9VH60
Q20748	P25694
Q7KSI9	P38301
Q93339	Q9VT91	P38123
Q8T492	P14065
P05626	Q19126	Q94516
Q08278	Q95Q17	Q9GYV9
G5EE56	Q9V3Q6
O62422	P04388	P38146
P24583	O01583	Q24213
Q95XZ5	Q7PLI2	Q04002
P39413	P39959
P40317	G5ECL1	Q9W461
H8ESF3	Q7KPY3	P43609
O02089	P08761	P40029
P34909	W6RRU8	Q9VKX1
Q9W2R2	P39518
Q8IPA2	Q08295
Q8T0L3	Q06624
P09733	P08841
Q01852	O02161	Q8IHE3
G5ECN8	Q9VRV6
Q9VI61	Q17581	P53127
O44820	R9PY16
Q09602	P91626
Q9VIK1	Q04562
Q7K1S6	P53904
O02219	O15945
Q02554	O16997	Q9VQK7
Q9U3S3	Q8IRJ8
Q9VYB2	Q12500
Q04048	P91175	A1Z9G2
Q17606	Q9VJY6	P24000
P90781	Q9W3H4	P36086
Q95QD7	Q9VMQ3
Q9VV58	Q12116
Q8INR6	Q04089
Q9U616	P39726
O45489	B6VQA1
Q9VVI0	P38968
Q24317	P10363
Q7JQN4	P15424
P34710	Q8IP51
P46990	Q9BL19	Q9W3W8
Q27297	P25454
Q8MSB1	O18188	P40492
Q20819	Q9VJC7
Q95RJ9	Q04491
O61742	P55035	P38886
O17695	Q94517	Q12214
Q8I100	Q9W0H9	P54787
P46562	Q7KW39	P47771
G5EBS8	Q9VD99
P38866	G5ECJ8	Q7K3U4
Q7K3V6	P53893
Q21774	Q9VEP6
Q9N3T2	Q4U2Q2	P07276
P92186	Q95RE4
P17139	Q9VTR6
Q21614	Q9V9Y7
P32895	Q6AHR3	Q9VA53
P20232	P07273
G5EFD9	Q94902
P53014	P54357
O45323	Q9VTM4
O17072	Q9W3V9
P46561	Q27331	P17255
P06784	P34314	Q7K306
P32085	Q7KA83
Q20448	Q9W1V7
Q22292	Q9W3F4
Q9VMJ1	P25368
Q24324	Q10664	P25390
P28000	Q9XVH6	Q9VIZ0
Q9I7I6	Q03557
G5EG96	P35172	Q9W2M2-2
P46415	P07246
P23724	P34286	P40304
Q22003	Q9VYG3
Q9N537	Q9VJE7
Q9VVI3	V6CLA2	P33202
Q9VX24	Q01389
P32580	Q17828	Q9VN03
P40328	Q9V3Q1
G5EGB2	Q9VAB8	Q12041
O96989	Q08032
P91866	Q9VQL6
P91155	O16810	P09119
Q9V5P6	Q6Q547
O61443	O44408	P16892
P29691	Q9VRH6	P25039
P37165	P18101
Q9GZG8	Q8IS44
Q10651	P14599
P26786	Q23312	Q9VA91
G5EDD8	Q9W1J7
H2KZG7	P40042	Q9VYQ9
Q09624	Q9VVZ8
P53009	Q23215	A1Z6G6
G5ECQ3	Q94877	Q08732
Q9NES8	Q86DS1	Q12118
G5EFY5	P83949
G5EFZ9	Q8SY43
Q9U1X6	P36039
Q09543	Q8MT47	P31383
Q9U8D0	P40012
P40096	Q20237	Q9W2E3
Q9W1W0	P38225
P38692	Q17941
Q9VCL7	P36002
H2L091	Q9VRS2
P00546	Q21734
P30432	P51559	P13134
Q94165	Q27350
Q6NN63	P25333
P34264	Q9VFJ2
C7LA76	P20163	P36016
P43603	Q9U2T9	Q9VIF7
A7DTF0	Q9Y0I1	Q12432
O61845	O16102	P38144
Q04372	Q9N4E9	Q9VJZ5
Q17948	Q5BIJ2
O96827	P32471
Q9VJZ3	P46678
Q24319	P33767
P32775	Q22137	A1Z992
O01683	Q02486	Q06943
O02139	Q9V3I2	P36019
Q9VJD1	G5EC87	Q04924
Q9VTZ4	P38628
Q06698	Q9BKQ8	Q9VL25
Q9XYM1	P25345
G5EG38	O96679
Q8MKW7	P36159
Q7JWS8	P07560
Q9U2M5	P14785	P30283
Q18020	A1Z9Q9	P12630
O16130	P04650
Q9U3S9	Q9VNK5
Q27531	Q9VG17
Q9VRL3	P53900
Q9VAQ7	Q02775
Q09994	Q9V4P1
B1V8A0	Q7K4D1
Q95U20	Q8WQC9	P54861
Q9VC36	P53236
Q9UAT1	P35497
Q9BKT9	Q9XZ06	P34077
Q9V3Z7	Q04371
Q0KI87	P21965
Q9VXR5	Q19554	P16521
A1ZAR6	Q99189
Q17936	Q7KN75	P06105
P24785	P15938
P40359	O62193	Q9VQY9
Q9N5P9	Q9VEN5
A1ZBX4	P27999
A1Z866	P29366
Q9W495	P43571
P53917	Q19300	Q9VZQ9
Q9VHB8	Q8I111	P16387
Q22909	P06601
P22023	Q9GPA0	Q09332
Q19788	Q9VJ62
P08678	Q9VBF9
O18387	P46974
Q9VKU3	Q95QC2	Q12322
Q8MSX2	P38782
Q03012	Q9XUE7	Q9W352
Q22678	Q9VJL7	P33748
Q8IR25	Q19849	P18412
Q9XVE6	Q04740
P34419	Q9VZZ6
Q9U1Q2	P52029	P12709
Q9XWE1	Q03751	P53863
G5EEG5	Q9W3D5
P22141	Q9XUV0	O17311
Q7KLW9	P32523
Q9VUM3	P39727
H2L028	Q9VDR4	P40550
P34629	Q9VFQ9
Q9W0C5	P43569
Q9W3K6	Q12342
Q9N4U5	Q9VHH8
Q9W256	Q9NAC5	Q02516
Q9VXE7	P40559
Q9VWD6	P43122
O02108	Q24276
Q09496	Q27889	P23595
A1Z9I5	P39960
Q9U3Z7	P32495
Q9VS57	Q9U2G0	P47047
P39684	Q9N394	Q8MSV2
P83099	Q9XXE5	P53974
G5EF01	P61857	P09734
Q9VL78	Q06205
P25167	P08518
H2KZ15	Q0KIA2
Q09967	Q9VBN1
O76462	P42840
Q19905	O02373
P06582	P02517
Q9VDK7	P38688
O76577	Q9XZ58	P43588
P23561	Q18846	P23573
Q9VYY8	Q12246
O17287	Q9I7T5
Q9XU07	Q94526	P40310
O17470	Q9VFW5
P19524	P05661
P16378	P08539
Q9XUP8	Q7K025
Q9VTQ9	P39925	O76371
Q9W3D4	P32617
Q9N5V3	Q8MSM3	P38217
P54999	P34659	Q24297
P47991	Q9V9W2	P05739
Q20641	P08964	Q961G2
P34183	P07263
Q9U9Q1	P40339
Q24583	Q23680	P39111
Q19843	Q9VNF3	Q02207
Q9VZ45	Q04439
P20268	P16241
P91931	O02655	P21182
Q960Q8	P14832
Q10124	Q9VRX7	P53331
Q8WQC0	Q9VCX2
Q22717	P10083
Q9N5M6	P39016
P55326	A1ZB77
P48602	Q9XXK1	P07251
Q9W4Z9	Q19211	Q04305
G5EDP2	Q9VJ43
Q9VS85	Q9BI71	P47160
Q9TYS3	Q7KRU8
Q7K5K3	Q93619	P32473
Q7JYK2	Q08650
Q9NDC9	Q8T088
P48152	Q06559	P05750
O18388	O62332	Q06142
P51404	Q03334	P05756
Q9BLB6	Q9V4Q8	Q08963
Q9W277	P34110
G5EDA6	Q9VUU8
Q8ST61	O17286	P13434
Q8T666	Q9VW35
P40036	H2KYT5	Q9VUF3
Q9VCI7	P40517
Q18100	O44924
Q17757	Q7JVE7
P52013	P25719	Q7K2I4
Q9XTY3	Q9N9Z7
Q9V7Y2	Q9Y194	Q05567
Q12052	Q94013	Q9VEA4
P80455	P48589
P12428	Q18843	P53049
Q01855	Q9XVP0	Q7JZW2
Q9VCR9	Q10130	P38286
P91855	Q9VZM9
Q0KI14	P25371
P34653	Q95RR8	P36102
P45897	O61458
Q24314	P27801
P91128	P41126	Q12690
Q93315	Q9VUZ3	P40312
Q20933	Q9V9J3
Q05871	Q8MR61
P07260	Q21693	P48598
Q21921	Q8IRR5	P53685
X5M5N0	Q9VTY8	P32350
Q9VGA0	P23202
Q7JZB4	Q9N4V2	P41940
Q8MSG8	Q08702
Q9XXR3	Q8IRI6	P40441
Q23368	Q9VQ94	P53953
H2KYX2	Q9W0R3
O76324	O01700	P38615
Q86RS9	Q9VM02
Q9V3G7	Q20585	Q06103
O18640	Q21215	P39014
Q9VL96	Q95Y89	P53261
Q12216	Q94361	A1Z7Q1
Q9XTZ2	Q9V3T8
Q23445	Q06849	P20606
P91133	Q9VX91	P19812
Q9VDZ4	P38205
Q8SXJ8	G5EF37	P06704
O16293	Q9VN31	P45976
O17099	Q6Q595
P34453	Q8IP97
Q9U1R1	P07269	P09083
Q12691	P90735	Q9VNR2
P38764	Q9GZH5	Q9VW54
Q9BPP1	Q12504
P06100	Q10923	Q9V3I9
Q22100	P41338
G5EFV4	P11632	Q05783
Q22656	Q8T9B4
P34369	A1Z8U0	P33334
Q9V9X4	Q06489
Q9W0M7	Q04693
Q9VCH5	Q02629
Q9UAX1	P40484
Q9VI16	P40017
O76928	P35602	P38700
Q9VJN5	Q22829	P32805
G5EBN5	Q9VB05	P48582
P53588	Q9VHJ8	P53312
P29355	P32793	Q08012
Q08873	O01542	Q9VZI1
Q9N5N9	Q9VEP1	P53123
Q9NHC3	Q24218
Q8MLZ5	P19158	Q8IR23
P31009	P51403	P25443
Q9V492	Q06563
Q12133	P34525	Q9VCA9
O16612	Q7JZ62
Q9XWK4	Q4Z8K6	P53076
P40478	Q21752	Q94920
G5ED21	P04052	P04051
O17402	P04755
Q9TY08	Q24547	P39926
O45784	Q27272	Q05027
Q22799	A1Z8T9
A1Z6M6	P33313
Q9VF00	Q3S1J8	P43574
P50880	O16797	P14126
G5EEZ3	Q8SWZ1
Q27371	P19351
Q09590	Q9VEV2	Q12181
P32419	Q27888	Q95028
P34420	O44424
G5EFF9	O76863	P12754
P29506	P54366
O16971	Q9VXJ0
Q9N3F1	Q9VIZ1
Q9VGN9	Q07915
Q9VHD0	P11491
P54352-2	Q03764
Q01617	G5ECJ4	P34761
O76927	P0C0V8
A5JYT9	Q5U156
P53547	O18381
O77460	Q18680	P28239
P34288	P39083
P41832	O61701	P48608
Q9GYS1	Q95SW6
G5EGD2	Q24119
O44656	Q9VG82
G5EEL1	Q9V472
Q9VC87	Q9XTZ1	P32559
P48162	P04456	O97118
Q9VG31	Q9U296	P36013
Q9U2S4	Q9VD29	P38116
P38077	Q95XI9	O01666
Q86NZ5	Q93934	P47143
P53250	Q20173	Q9VFM9
Q9VX08	Q18037	P38344
O46308	P38080
Q9VMN5	P38228
P49847	P53040
P23287	Q27475	Q8T0U6
O02639	P36241
H2KYW1	Q9GQA3
Q9VHG1	Q03308
Q9VQ78	P40987
Q18538	Q9VFY2
Q93703	Q9VY42	P52892
P21306	P34539	Q9VXN2
Q21624	Q8SYL1	Q06440
P34511	Q04311
O44462	O76136
Q21691	Q7PLK0
Q22038	P25378	Q9VNG6
Q9VE80	P40471
Q19326	Q9V464	P32447
Q9XTL9	Q86NC1	P06738
G5EFW3	Q9VEN1
C1P635	P15454	P31007
G5EDW5	Q9VXL1
Q960X4	P34218
Q9VW59	Q12434
O17570	Q9W5N2	P49167
Q21233	P91929
Q93408	Q9VUZ8
P91149	Q9VSJ8	P19658
O02058	P48611
P47938	G5EES9	P25372
Q9N4H6	Q9VG94
Q8SXV3	P39986
Q8IMX8	Q9U1W8	P57743
Q9NAH7	A1Z7Q8	P34164
P53732	Q19877	P10735
Q9VR53	Q93758	Q12523
P53333	Q17336	Q9VJ87
Q8SWT2	P53131
Q9TXZ9	Q7JYX5	P33328
Q9VLX0	P38998
Q17820	Q9VSD9	P22515
Q93716	Q9VSY2
Q9U2A8	Q9VMU4
O62189	P06002
G5EDE1	Q7KG36
Q9U489	Q7JUV6
G5EFF8	Q7JW12	P22217
Q03565	Q9VLU0
Q19253	Q9VZD7
Q04307	Q9N4B7	P36958
Q9XVR7	Q9V461	P38132
Q17433	Q7K0W1	P39102
Q95ZS6	Q9VUD7
Q9BIF4	Q8MMD2	P39013
P22700	P05030
Q23546	Q9V4D6
Q9NAD6	Q24151-2
Q19626	Q9VK47	P00830
Q9VV75	P98080	P10507
P52168	P18494
P53934	O62483	Q9I7X6
O16695	Q9VIB1
P34329	Q9VYV3	P22803
O97067	O76387	P34222
Q7JNQ1	P51023
Q9VPT2	P42826
Q7K4I5	Q06682
Q10656	A1Z6X2
Q8T8W6	Q12326
Q22306	Q9VT29
Q93561	Q9VEU2	Q12743
Q9XZE4	Q06143
P40047	Q9VLC5
Q9VPR5	P49955
Q9VA54	P38126
G5EGK8	Q05547	P23594
O44512	Q9VQ29
Q9U5L1	P32916
Q9XZ53	P46975	P39007
Q18533	Q9W1U7
Q9BIC1	Q8IPP3
Q4V6X9	Q95PV6	P47043
Q9VCR2	P0C155
Q95YF3	Q86B47	P36120
Q9VX63	Q04217
Q8IQT4	Q95ZS1	P40480
A1ZBK4	P38244
Q9TYV5	Q9W4M9	P53972
Q94416	Q8MS69	P41814
Q5R3Y6	Q9NB04
Q9VUW2	P38710
Q9VR90	Q08144
Q24492	Q19537	P22336
P25161	Q04908	P40016
P92208	Q8WQG9	P14681
Q9VPG5	Q04430
Q9VJW1	Q06836
P09938	P42170	P48592
Q18445	P25334	P25007
Q9W1D9	P35843
Q9VPR4	P25635
Q7JL62	Q9W525
Q9V3J8	Q20168	P53622
P33314	Q8T498
O46036	O17626	P53100
Q09249	Q32KD4
A1ZBW6	Q22705	P53335
P35182	Q19775	Q9VJ61
Q9VQE0	P39055	P32266
A8XQE0	Q7K3D8	P53201
Q21930	D1Z3A1
P49954	O76463	O76464
E2JL04	Q9VZ82	P48526
G5ECL2	Q95R90	P50942
Q0KHQ5	P50873
P38820	O46111
Q9VQR8	Q09996	P26637
Q9U238	Q7KLX3
Q95ZN7	O61613	P14743
Q9VJQ4	P32783
Q9W0E4	P37898
Q22623	Q9V3E3
O45189	P17133	Q00916
P54359	P32458
P20133	Q19752	Q9XZ68
G5EF68	O62621	P36037
Q9XXJ0	P38791
Q21432	Q9V402
Q18318	Q9VIS0	P40565
O18399	P38698
G5EDW2	A0A0B4KEG9
Q09958	Q9V9Z9	P36049
P32628	Q23451	Q9VCD5
P39958	G5EBR1	Q9V8W3
P47208	P48605	P40413
P06774	G5EEG1	Q9VSY9
P41805	Q09533	O61231
Q9U3D4	Q9VS60
P46675	G5EEM5	Q9VEZ3
G5EE12	Q86M30	Q05040
Q94239	P25159
O76921	Q12303
H2L069	Q9VPZ5
Q9VAD4	P34604	P32502
Q9U2F6	Q9VN02
Q7JZ53	P32899
P34647	Q9VF30
P40468	Q5DX48	Q9VT28
Q9N5Z3	Q9VKX6
Q9VZS3	Q967F1	P32911
Q9VIV0	G5EFE1	P51862
Q7KPG8	Q03290
Q8SZY9	P36146
Q21017	Q9W002	Q08217
P33338	G5EGK1	Q9VZI3
Q18967	Q9VN50
Q08562	P34739
Q9VH09	P49095
O17836	Q9VVH0	P52489
Q9VN77	O44501	P29703
Q9VGV9	Q12354
P53624	P32906
Q7JWF1	Q08822
P40450	Q9BL72	Q8IRY0
O44608	Q9V397
Q9VU29	P17505
Q4TT89	Q9W0P9
P36872	G5EDR3	Q00362
P40350	Q9TYJ7	Q9VIU7
Q9VU02	Q10013	Q02260
P41936	Q9VDA2
P48558	Q11080	Q95T37
O01804	Q9VQ61	P23542
Q9V9R2	P53202
Q9XV52	P39677
Q8T9L5	P13186
O45303	Q8SX78
Q9V853	Q95XU3	P39940
P34885	O17048	P38623
Q966L8	Q9VYX2	Q04545
P38860	O45691	Q9VDV2
Q19684	Q9VYA4
Q9N3X2	P41042
P33412	A9D2X7	Q7K4C7
G5EBG6	Q9VLH8
Q9U297	Q03214	Q9VMJ7
Q9VGQ1	P19262
Q9V5Z7	P0CD91
P20659	Q22795	P38827
Q93319	O77262
Q8SWV7	Q21021	P41920
Q95QW0	Q9VTU4
O17732	Q9VBQ5	P32528
G5ED39	Q9VRN6	Q03018
Q8MQ22	Q9VIE1	P43601
Q86NK9	P53973
P02283	Q27484	P02293
Q9VNG7	Q12461
Q8T0G8	P13856
G5EDS1	P29673
Q02733	Q93379	Q9VVL7
P34258	Q9VE96
P40945	Q10943	P39110
O45494	Q9W3J9
P36166	Q95QM5	Q8INN6
Q09535	Q9W414	P32795
Q7JVH6	P38715
Q9W5W7	O61710	P43590
G5EC64	Q7K5M6
P33329	Q27497	P48456
Q09248	Q7K2D2
Q22640	Q24337
Q8IMY1	P39708
P32234	P53295
Q9GYI4	Q9VD28
P14742	Q19130	Q967S0
Q9XU67	Q9V535	P40561
G5EFV8	Q9VMQ8	P39904
P20354-2	P51875	P10823
Q9VBX1	Q12532
P34274	Q9W5W6	Q12199
P43639	P28548	Q24536
Q93560	Q9VPQ5	P27705
Q9VFD5	Q21920	Q12013
Q9VW57	Q9N3Y1	Q04410
O62252	Q9VTC4	P38829
Q9NFR8	Q2EEM5	P25386
P47948	Q09510	P06787
Q9VAN7	Q12008
Q23566	Q7KRY6	P23291
Q21578	Q0IGT7
G5EFG5	A1Z7C1	Q12083
Q9W2N0	P34685	P28495
Q19720	P10180
Q09374	Q9VVY4
Q17348	Q8IGS9	P38203
Q27874	O61307
Q9VAW5	P25567
P34517	P13706	P41911
Q9VPH2	P20457
P29310	Q20655	P34730
P34529	A1ZAW0
O17583	Q5BI79
D9N122	Q8I0D4	P32521
Q9VUZ1	O02173	P38334
P45889	P32381
Q9U3B7	Q9VK90
Q9W2A5	O62272	P32945
P21524	Q03604	P48591
P34611	Q9U3Y7
Q20941	Q9VI67
Q93249	Q9W0Z5
Q19826	P20436
P54185	Q06678
P36053	Q9XVZ8	Q7KUN6
O02115	Q868I9	P15873
P22203	Q95X44	P54611
