Q86BS6-3	Q08641
P98170	O08863	Q24306
Q99549	P45968
Q9NP97	Q9VQA6
Q06190	Q17744
A7E2V4	Q95ST9
Q02556	P70434
P28838	Q500X4	P34629
Q21549	Q86B44	Q08220
Q8N4M1	Q9VAP3
P56407	Q9W1H7
Q6UX72	Q24157
Q86YJ6	P16120
P19387	P16370
O43257	Q9VMV7
Q9VLJ8	G5EBK4	O95352	P38862
P34430	P62140
P05388	Q7K1Q7	P33201
P91001	Q12468
Q9UKU7	Q9VMC6	Q8IAB6
Q86VM9	Q9W3R9
P91656	P23561	P53349	O15530
Q9VBU9	Q71UM5	P35997
O94874	Q9VI55
Q9NRZ9	P38144
O01422	Q12377	P61201	Q7KLV9
Q868Z9	Q6UY14	G5EFU3
O43264	Q9W4X9
Q8WUU5	Q9W5E2
Q5U117	A0A0A0MT83	Q22347
Q8IW92	Q9VMJ5
P35754	P17695
Q96CW5	Q9VS91
P33260	Q9V399
P06400	Q64701	Q9NIS1
O43657	Q9NB13
P18334	P32801	Q05652	Q8K4B2	P00540
O15399	P35436
Q23679	Q9V439	Q15528	Q62276
Q99808	Q9NHZ1
Q9Y3M9	Q19807
Q5FYB1	Q5BIL9
Q9VIK1	Q04562
P53233	Q9UHD2
Q60641	Q9VSE9	P62508	O45315
Q95Y15	P40064
P53157	Q9Y5U8	Q7KSC4
O61853	Q6ZMI0	Q9VC66
Q86WP2	Q6NXH3
Q9NX55	Q9VFN9
Q9NRR8	Q9VNE7
Q7Z5A4	Q9VVI4
F8W9L8	Q9VGA4
Q10574	O18374	Q8N100
Q9N4B7	P36954	A1ZBX4	P27999
P19157	O15217	O16198
Q7K5M6	G5EFP7
A1Z7K9	P53010
Q9U2Z1	Q15437	P38769
Q9BUX1	Q9VCI9
Q8N3F8	Q86BA1
Q9VIP9	Q15003	P38170
O43768	Q9VUB8
Q5JVL4	Q7K2N1
Q15797	P42003
P28519	P23025	P28518
Q9NRJ4	Q9W097	Q18859
Q8K2T8	Q8N7H5	P90783
Q8VCY6	Q9NYH9	Q02354
O45526	O60315	Q9VJ55
P52739	P42283
Q9H6L4	Q9VEV6
Q9VAK0	Q8TC44	Q09589	P32479
Q8IXJ9	Q9V727
Q9VX10	P36077
O00180	Q94526	Q8IG65
Q9P253	Q24314	P27801
Q8N4W6	Q9VX95
Q8CBW3	A1Z866	Q15811
Q96SN8	P54623
P13984	P41900
V9HW29	P45962	Q9VKH9
Q8IYA7	Q86NL5
Q9H9L4	Q9VAF4
Q9H3J6	Q05863
Q9UKS7	Q9VZK2
Q9VTV9	P05373
Q8VCD7	O45075	Q7JVP4	P53127
Q9Z1Y4	Q9U3F4	Q9VY77	Q14192
Q9VES8	Q5TC12	P32453
Q9U8D0	P50336	P40012
Q02555	Q9NRR4	Q9VCU9
Q9NUP1	Q9VTC2
P34903	Q9V9Y4	O17402
P99999	P84029	P00044
Q9VJ03	Q8HJ11
Q9NUQ9	Q09387
O14788	Q9QYH9
Q7L2H7	Q7JVI3	Q94261
Q9VXE9	P32908
Q86VZ5	Q9VS60	Q9U3D4
P35452	P70436	P22807	P29506
Q9VCR9	Q06136	Q10130	P38342
P06734	Q22966
Q99638	O96533
P14649	Q9VBM1
Q99895	P42279
Q96HB5	G5ECX1
Q9UQC2	Q9QYY0	Q9VZZ9
P21399	Q99KI0	Q9VCV4	P07264	Q23500
Q9VHV3	Q9N3F2
P35688	P50464	P48059	Q8INR0
Q9U5W9	Q12962	Q12030
Q9VWG2	Q5PSV4	Q8BR65
Q9NYJ8	Q99K90
Q6IN84	P25270
Q05469	Q7JR83
Q9N5K2	P19388	P20434
P25441	P05423	Q8SYM9
P49747	P35441	Q9W1J9	Q19204
Q9NYG2	Q9I7L7	O62144	P42836
Q7JWH5	Q20052	Q9NYG5	Q12157
Q8TBZ8	Q9VH70
Q6NZN1	Q86YN6	Q8IPM1
O75155	Q6ZQ38
P02452	P18835
P62424	Q9V3U2	P17076
O44712	O61734	Q99814	P30561
Q99538	P49018
Q13867	Q9W3F6	Q01532
O00463	P70191
P49069	P49070
Q8SYD9	Q8IVP1	Q20005
Q00403	P29055
Q24319	P39656	P33767
Q9GS00	Q13098	Q9VJR9
Q0KI14	P25371
P52306	A1Z6S6
Q9N593	P16522
Q9VJ31	Q08985
Q9VGV6	Q9BZV2	O45166
O95571	Q9I7P8	Q05584
Q80W04	Q9VI21	Q9ULS5	Q18025
Q9H172	Q9VSS1	Q03195
Q504Q3	Q08237
Q9VPH6	O45137
P83940	Q03071	Q15369	Q9BKS1	Q7JWD6
O94808	Q9VAW3	Q19130	P04046
Q96DA6	Q07914
Q9W127	Q96CN7	Q20062
Q95R68	Q13724	P53008
Q8MQN1	Q12525
Q9BYV9	Q9VXL5
O75477	Q8BFZ9
Q64143	Q92569
Q9NZN5	A1ZAN7
Q8NEJ9	Q9VMM7
Q9W0K0	Q9WVI9	G4RZC8
Q9H221	P45843	P33311
O95772	Q9W145
Q924X6	Q7KUB3
Q9V415	Q07113	Q14154	Q05787
Q9VRL0	P07143
Q9VHN1	Q17868
Q9VT75	P61599	Q06504
O60826	Q9VVB4	Q7JP60
Q6P9E2	Q9VUJ2
P63167	Q24117	Q22799
Q6PHW0	Q9VTE7
Q5VZ52	Q9VT14
P62263	P48150	P06367
P17020	Q9W3J2
Q8TF65	Q7JX82	Q18488
Q02127	P28272
Q7L5A3	Q7JXG9
Q6GPH4	Q3UDK1
Q969T9	Q18075
Q24338	O75530	Q921E6	Q9GYS1
Q8WZA2	Q8VCC8	Q7K3Z6
P04147	Q20084	O02374	Q9UHX1
Q8INW7	P49023
Q9CXF4	Q5BI03	P48365
P49638	Q6NLM7
Q09332	Q9GPA0	Q9NYU1	P22023
Q5WRT0	Q96RR1	Q9VL76
P12755	Q8BX46
O00255	Q9VM47
Q8NEC7	Q9VJ34
Q03692	Q9XWR2
Q9Y4W2	Q8SZY9	P36146
Q9Y5T5	Q9VDZ1	P38237
Q6ZN04	H2L067
Q09407	Q9BV57	Q6AWN0
P41994	P49247	Q12189
Q5T9L3	Q7YWX7
P38328	O15143	O97182
P61092	Q8IW03	Q8T3Y0
Q61214	Q9H0K1	Q9VX06	Q23566
Q9JJ00	Q8IQD8	P47140	Q9NAE9
P61965	P26309	Q12834	Q09373
Q9VVQ1	O02300
Q70SY1	P29747	O44743
Q9BT67	Q8R0W6
Q16589	Q95TJ9
Q960T6	Q66GS9	Q6P5D4
Q7Z6W7	Q9TVP3-2
Q9VTL6	P62487	P34087
P26343	Q9BWX5	Q9VKZ0
Q63HM9	Q20177
Q7Z478	P15938
Q8TDN4	Q9Y138
Q8T0Q4	Q9H444	P39929
Q9BU70	A1Z759
Q6AI08	Q6P1G0
B3KQF8	Q7KMH9
Q96IJ6	P32501	Q9W541	Q18994
P07560	Q8BG51	Q8IMX7	P08134
Q8IH00	P53254
Q9NQC8	Q9VJ72
O17695	Q94517	O15379
Q96KG9	Q12453
P35191	Q9VHA8	P25686
P16662	Q9VJ45	Q19082
Q61937	O75607	Q27415
P34913	O01464
P29460	P43432
Q94516	P24539	Q19126
Q93077	P08985	P27661	Q12692
Q8IWL1	Q9N4U2
Q95RH0	O15397	Q04175
P61604	Q9VFN5	Q965Q1	P38910
Q9H2E6	O44253
Q16795	Q9VPE2
Q9VFH2	Q96MH2	Q8R409
Q99871	Q8BKT8
O55128	Q09250	O00422	Q9VEX9
P38555	P84095	O96692	Q22782	P61294
P29468	P51003	Q9N6D7
O43516	Q8K1I7
Q96KN3	Q45EK2
Q9VRL7	Q18529
Q9NK80	O16695
Q8CHH9	Q9P0V9	P42207
Q9VP68	G5EDW8
Q9NRD1	Q17962
Q9VHJ7	Q8WYA6	P91401
Q9Y221	Q9VC28	P91154	Q08962
Q9U5L1	P08240	P32916
Q8IZ21	Q9VZM9	P91855
P61266	P91409
Q9UIF3	Q8IRZ1
O60243	Q9VDR6
Q9VJU4	Q9Y5W5	Q19853
Q86BM8	Q9P0M9	P12687
P11474	P37238	Q9XVJ1
Q21484	O14929	Q0KIB3	Q12341
P40339	P35250	Q9U9Q1
Q8IS44	O17470
P53221	P61254	Q9VVU2
Q5SWU9	P05165	P32874	O17732
Q6P499	Q9VK62
Q5JTW2	Q9VFH6
P40199	Q9VFU7
P82933	Q9W237
Q924A0	Q96RK0	O61348
Q9H963	Q7KT79
Q14CX5	H2KZ27
Q9VAT2	O54927	Q9Y6I7
P13591	B7Z153
Q9VUM0	P25846
A5XCL5	P32861
Q15058	Q9VX80
G5ED00	O00533	Q9VLF0
Q60823	P54350	O75460
P98149	Q04864
O60701	O02373	Q19905
Q9UGI8	A1ZAT5
Q9BIS2	P32589	P34931
Q9W3X5	P08417	P07954	O17214
Q9N4G8	Q9H6H4	A1Z9M2	Q12402
Q6NT76	Q9TYT0
Q6ICG6	A1ZAP1
O76062	P25340
Q8N4I8	Q7KF43
O95125	Q9VIS7
P49748	Q9VGC2	Q22781
A1ZB77	Q6FGS1	P55326
Q13084	Q9VMX0
Q9BI74	Q9P086	Q9D8C6
Q966L2	P48507	Q9VCW6
P52029	Q9U1Q2	P06745	P12709
Q59E92	P35187	Q9VIF6
Q9VC36	P51531	Q06488
Q4TT89	Q9VJL7	Q14119	P41183
Q5U0E4	Q64451
Q8NDI1	Q8MR93
Q9V4M2	P36406	Q8CH72	O16684
Q65ZG6	Q9VLK8	Q05516
P09067	P34684	O18381
Q9VIH1	P26754
Q9H857	Q9VWV2
P54791	O43929	Q9W102
Q04493	Q9VCZ8	Q99471	Q21993	Q6ZWY7
Q9NRG7	Q8T0N5
O62535	Q9UL17	Q20257
Q04120	Q06830	Q7JX87
Q9H4P4	Q9CQE0	Q9VJW5
O76522	P91276
P48147	Q9VKW5
Q9P013	Q9V3B6	O45766
Q9W391	Q93100	P34335
Q12809	Q9W201
Q9UBI4	Q9VGD9
Q13829	Q8T0F7	Q9TZA9
Q9H9L7	Q9VS59
Q9VES0	Q92917	Q21924
P54098	Q27607	P15801
Q9Y289	Q9VBK2
Q9BXR0	Q9VSZ6	Q23623
Q03135	P51637
P34708	Q9VHM3	Q8WTR7
P20160	Q9VXC8
Q22717	P10083	Q9NQ33
Q8BQ46	P35637	Q9VGJ3
P38628	O95394	Q9VTZ4
Q8TBE0	Q3LHL9
Q8NFH5	Q09601
Q9NUK0	O16011-3
P53982	O75874	Q8IQA7
Q8SZH5	Q9BW27	Q22078
Q9VL78	Q9NZN9	Q06205
O60687	Q09101
Q9W1Q0	G5EFA9
Q19366	P46957	O35654	Q9W088	P49005
Q9VIF2	Q8IV08	Q8I4C7
Q7JUN9	P34220
P07273	O75764	P20232
Q924S6	Q9VWC6	O46016	Q15915
O15514	Q9VEA5	P20433
Q8IZ69	Q9VVV7	Q9N5L0	P33753
Q01995	Q9JKF1	Q08873	O01542
Q9VLP7	P25583
Q9VED0	P40085
P39706	Q9VPH8	Q8BX09
Q21080	P00927
O44342	P30040	P57759
P01880	P01882
Q9VYT0	O44538	P19881
P38698	Q86TP1	O18399
Q960F7	Q22174
Q9BRG2	Q9VMJ4
Q3KR16	Q99N72	Q7KU88
P47142	Q9BRG1	Q7JXV9
P17568	Q9VXZ0
O94925	Q961I1
Q9NUG6	Q4QQ01
P36975	P60879	A5PEW5	P60880
V9HWB8	O17835	P00549
P32352	Q99720	O55242
P39014	Q21215	Q3ULA2	O18640	P62879
Q92609	P32806
P20807	P27398
Q8NBZ0	A1Z8D4
Q9W0B3	Q9NP79	O45812
P25373	Q9NS18	Q9N4P2
O00124	Q7JUP3
Q96SZ6	Q7K4W1
Q99584	P31725
Q6FHV6	P00924
Q8TBA6	Q9QYE6	Q8SZ63
Q9UM19	M9PD06	P50102
Q9BY78	Q9VIK5
Q9V3E9	G5EG62	P15705	Q96EQ0
O75626	Q9W4E8
Q9VRV0	Q96K83	Q09452
Q96QK1	Q9EQH3	Q9W277	P34110
Q9H6Z4	Q9VCI7	P40517
Q9XYP8	P53540
Q9UKR5	P40030
P70338	Q8MRU2	Q9BS34
Q6PJ22	A1Z9F0	P32622
Q6Q547	Q9NPE3	Q9V5P6
Q9VCG8	Q9XTR0
P25843	P07274
Q5T655	Q9VB71
G5EGP8	Q9V3U6
Q03518	P91660	P39109
P27796	Q9NIU5	O45552
Q9VPW2	P53867	Q9NA30	Q9Y4P1
Q9TYU5	Q08649	Q92993	Q9VM15
Q9NRX4	P20349
P49755	Q9W4K0	P32803
Q63HR2	Q9VHC3	P92160
O95935	Q9NAH2
Q8IXW5	P40084
Q8SZ06	P47173
Q8N806	Q9VJE3
Q9H614	Q9VDE9
Q9N4V4	Q9VUX0	Q07949
P70336	Q9VA38	P53350	P22216
Q9VNX4	O94788	P07275
Q8SZA8	Q6P4F2	Q12184
Q13394	Q9Y106
P39960	Q20498	Q9VTU3	Q91V57	Q6ZW31
Q9Y4R7	Q7JVG6
Q8BST6	Q9HAT8	O77237
Q9C005	Q10661
Q9VZU7	P45974	P40453
Q8N3Z6	Q960D5	Q12476
Q96PM5	Q9VMD4
P35080	P62962
Q6P531	Q9VWT3
Q0E917	P53974	P06240	P43405
O95402	Q9V4F9
Q22253	Q7KMP8	Q9UNM6	Q04062
Q14584	Q9VZ63
Q8TC92	Q8IQH5
Q969X6	Q06679
Q8WQL7	P38623	Q9WV60	Q94533	Q96GD4
P14672	P53048
Q4U2R8	Q961R9	Q9U539	P38695
P15391	P25918
P08458	Q21734	O08605	Q9BUB5	Q9VE37
Q7JZK1	P56556	O18236
Q9NRZ7	Q9VV51
Q9NYL9	Q9VA59
Q15532	Q9N4L9
P53128	P42898	Q17693
Q9UK55	Q9VLU4
Q921L5	Q14746	Q9VF78	Q21444
Q00899	Q7JQY8
Q8TEM1	A1Z6H7
P63000	Q20365	O35626
Q9UBL3	Q91X20	Q9XXH4
Q86YT5	Q9VVT2	P25360
Q8IUI8	Q9Z2L7
O60861	Q05080
Q9Y4L1	P38788
Q9VAQ7	O95391	Q02775
Q17348	P43321
Q969N2	Q9W3G0	P38875
Q8MMD0	O95214	P47111
B9EKI3	P82094	Q9W3V2
P49789	O76464	P49954
Q8IXH7	Q24134
P22464	P10107	P08758	G5EEA8
Q8N6M0	P38747
Q08AE8	Q9U1K1
P60660	Q9W0M9
Q9I7R0	O95372	Q12354
Q60862	P32833	Q13416	Q24168
Q16678	Q27519
P35523	Q8IQN2
Q6ZMB5	Q960F6
Q4QQA7	Q07174	P53739	O15075
Q86UW1	Q9XU63
Q9H3H3	Q8VD62
Q99KR7	Q02770	E4NKJ7	Q18445
Q15233	Q8I7K5
Q96NN9	Q960D4
Q9CS84	A3RLX3	Q9C0A0	Q19617
O75179	Q868J0
O15382	Q9VYD5	P38891
Q9H607	O08856	Q9VW51
Q12128	C5NU64	Q9VXQ2	A6X8Z5
Q2NKX8	Q06554
Q16537	Q9U3Q1
P26640	P07806
Q9BJZ5	Q9BIB7
Q9JHU4	P36022	Q8TE73	P37276
P25376	Q8TBB6	Q9I7L6
O62621	P42935
P14927	P00128	Q9N5E4	Q9VAW7	Q9CQB4
P67812	P15367
O60566	A1Z6I7	P47074
P59016	Q18891	Q9H267	Q9VBR1
Q17446	Q80UE6	P36002	Q7K306	Q9HC98
Q9Y6I3	Q7KU90	Q9BI71	P47160
Q8WTS1	P53264
P28331	Q94511
O95255	Q961D3	P32386
Q9UHX3	Q9VA10
Q9Y239	Q8R4B8
Q8N9N5	Q8VBU8
A0AVG3	Q7K0X9
Q9V9Y7	P07451	Q27504
Q19228	P02516
P21541	Q7Z7L7	Q9W0E8
Q9Y1A3	O60220	P57744
Q9VXA5	Q9N5V4	Q9UJ14	Q05902
P09234	P90815
Q9V3I2	P60766	P10301
Q86U28	Q9VC65	Q12425
Q6ZMY6	Q12021
Q94230	Q00577	O35295
D3DR86	Q04207	P15330
Q96IQ6	Q17345	P39008
Q7KR04	P0C0W1
P23380	Q99437	Q21898	P32842
P48610	P12277	Q27535
Q9H8U3	Q8WQ62
P25325	Q08686
Q9VW13	Q9UG63	P16521
Q8WW81	P0CF23
Q8NDT2	Q7KMJ6
Q9VG79	Q9NQH7	P40051
P14747	Q27884	P67775
Q9V9Q4	O95433	Q12449
Q8WV93	P32317
Q9BZM4	O08603
Q9Y5J3	Q01068
Q9VSS2	Q9UHB9	P38687
O60568	Q8MSV4
O75908	P53629
Q9P0N5	Q9VHN0
P40462	Q9VFW8
Q9H4E7	Q6A028
Q9VKU8	Q12069
Q9HBD1	Q4VGL6	Q9VV48	O45962
Q9VGK1	Q8NAM6
Q14554	Q9V438	G5EC91
Q9VVL7	Q02733
P34664	Q9P0J7	Q80UY2
Q14692	Q9VP47	Q07381
P46087	Q9TYV5	Q9VPX3	P40991
Q9VPW4	O00411	P13433
Q96CM8	Q9VVT8	P39518
O02325	Q9W1V1
Q9C086	Q99PT3	A1Z6E8
Q9H9T3	Q02908
Q9HAU5	P38798
Q8N4G2	Q9U2S4	Q9VP48
P32867	Q7KVY7
Q96DI7	O76523
P78552	P34902
Q96NR8	Q18946	P32573
O17048	P43404	O61460
O14979	Q24024
P97470	Q23345	P48456	P23594	P60510
Q9VRV5	G5EGB2	Q99LI5	Q8TAU3
Q52KG5	G5EGS3	O15066	P18105
Q8IXK0	Q9QWH1	P39769
Q95TN4	Q06096	J3KNI1	Q95XZ0
Q9ULJ7	P35210
Q9Y484	P50079
Q96CP1	P15307	P15330-2
P18851	P68040	P63244
P23443	Q9VJ30
Q18683	P0CI40
P09803	Q967F4	P12830	Q24298
Q9H1B7	Q8MS22	P92004
Q99941	Q7K2V1
Q9BYC5	Q9VYV5	G5EFE7
Q9VH77	P29952
A8MXD5	Q9W4S1
P15586	Q9VEX0
Q504T8	Q8SXD4
P30048	Q9GPQ1	P34760
Q96LB9	Q9GNK5
Q7JVW5	Q9Y5Q9	P33339
Q4G0F5	P40335
Q9VZI8	Q94272
Q9VYA7	Q5JTH9	Q12754
Q2EEM5	Q9NFR8	O60763	P25386
Q7KLW9	P90916
O02639	P84098	P36241
A2AJK6	Q9VF02	P32333
Q12675	Q01814	Q9VK06
Q8N3Z3	Q05473
Q18036	Q9Y6M9	Q9VJZ4
Q15560	Q9VXS6
Q6IAN0	O61799
P30285	P17157	P49657	O96017
O02139	P08646	P08556	P01112
P57780	G5EBH3	O43707	P18091-4
Q86UD0	Q9W115
Q86BJ3	Q9Y2C2	O17645
P53281	Q9U2T9	Q9VA36	P42567	A0A024R571
Q9UNW1	P38693
Q9HCI5	P40889
Q9NVV0	Q9VXG9
Q9NA51	P11416	Q14994
P31946	Q9CQV8
Q9UHP3	Q01476
Q9VKF0	Q8ND76	Q8BGU5
Q7K0T0	P49815	Q965M4
P22204	Q5RJI5	P53671	Q9VKN7
Q9W3F4	O15119	Q9N2K7
A0AV02	O46100
Q5XPI4	E9Q401
P39019	O18650	Q7KS38	P07281
P51448	Q21701	P34021-3	Q15406
Q7Z2W4	Q2EMV9
A0A0A0MRY9	Q7K304
Q9H3S1	Q24322
P34710	Q9QYM9	Q5XG79
O70333	Q9P021	Q9VL77
Q86YP4	G5ED89
O43148	Q9VJQ4	P32783
Q8IPG9	P35613	O55107
Q9V3N8	Q9NWX6	P53215
P61296	P41894
O77438	Q9ULW2	G5ECQ2
Q9JMG9	P17041	Q7K1V0
Q8IZ83	P46367
Q12132	Q9VUB3	P91329	Q8NDX6	O89090
Q13563	Q9U1S7
Q9VLR5	P53999	P54000
Q9NTJ3	Q7KK96	P47037
Q8IP91	Q03264
P17719	B0YJ76	Q93341	P07807
O15541	O17917	P53769
Q14671	P25822	Q09487	P39016
Q8IWW8	Q9U2M4	P10127
Q95SE0	O95931	Q9QXV1
Q14BN4	P53924
O60486	Q8STG6
P06754	P58771	K8FDX2
Q969W9	Q9D7R2
O08808	Q8IRY0	O61701
O88532	Q94540
P57716	Q92542	Q9VC27
P60764	P62745	Q9VM20
Q8VDQ8	P53687	Q21921
Q53GI3	P07665
P08572	O18286
O61495	Q86YS3	Q95ZS6
Q9Y315	Q7K209
P28328	Q9VSH8
O45189	Q02926-2	P98179
Q9VNG6	P32835	P62826
P48836	P91303	O75348	Q9XZH6
Q15005	Q9XWW1
Q99805	P32802
O16215	Q03558
Q3UXZ9	P29375	Q23541	Q03214	Q7K3G5
Q9Z0V2	P48547	Q19464	P17971
Q12772	Q3U1N2	Q9VW37	Q9XX00
P00738	Q24019
O75150	Q07457	Q9VRP9	P34537
O46050	Q96D46	P38861
Q08462	Q8MZE0
P36575	Q91YI4	Q9W2V2
Q9VWF4	P51452	P38148
Q9VA91	P26786
Q9NR22	Q9U2X0	P38074	Q9R144	Q9VFP8
P40515	Q9Y3D6	Q8SYX2
Q8N5P9	Q6NR36
Q17334	Q07786
Q8IY57	Q8CCI5	Q9W215
Q96F86	Q9VVI2
Q9H4E5	O18334
O61845	Q9W1A8	Q6PDQ2	Q9P2D1
Q7JW73	Q9N4A9
Q9NWF4	Q9D8F3	Q9V9S9
P49406	Q9VHN6
Q9Y6K1	O88509
O75541	Q9W3X2
P52489	Q7JL40
Q9NNX6	Q9VKL8
Q9VS45	O76572
Q9Y3A3	Q7K0E3
P49790	Q9VXE6
P01160	P05125
G5EET5	P83917	P45973
A8K1F4	Q99KX1	Q9NKV0
P61803	P52872
Q9W2B3	Q18000
P03949	P34152	P48609	Q00526
Q20563	P49906	Q15544	Q04226
P38911	Q64378	Q9Y680	P48375
Q9P032	Q9VH39
P62273	Q9VH69	P41057
Q9VRJ9	Q5VVQ6	P43558
Q95XU3	Q9V853	P46938	P46937
P27870	P46108	Q95PW9	Q8IR23	P19158
Q4VC39	Q9VXH4	Q03713
O01901	Q9Y3C0	Q9VLT8
Q8WWX8	Q9VLR8
E7EQS8	Q3URK3
Q9Z111	O75293	A1Z6W5
Q8TBZ3	Q9D721
Q9NR81	Q9VIV0
A5JYY2	Q9WVQ1	Q9VBY7	O14910
Q9UGQ2	Q95T12	Q93533
P32379	Q95005	O14818	Q9VK14
Q6ZSS7	Q9VTL9
Q99832	P19882
Q14258	Q12161
Q9UQ80	Q5U0Z2	Q03862
P41572	P52209	P38720
Q04089	Q8TEK3	Q8INR6
Q16763	Q8IQM5
Q86BE9	Q9CQR7	Q9NZ42	Q9U357
Q8I0P1	P34808
Q86SX6	Q02784
Q9VSL8	P33338	G5EGK1
P40016	Q04908	O43242	P25161
P56385	O77134
P13020	O95425	Q0E8J1
P41814	Q9UJA5	Q8MS69	Q94416
Q17720	Q8N2K1	Q02159	Q9VQ00
O00206	Q9VK54
Q9VN93-2	Q20950
P08247	Q62277
Q9D892	Q9GYG4	P47119
Q16635	Q06510
P35194	O75691	Q9W246
Q9VVW2	Q10941
P38682	Q9NGC3	Q9EPJ9	Q9UPQ3
Q9H2M9	Q9VKB9
P53076	Q9VWS1	Q9NWU2	Q9XWK4
Q17R54	Q24546	O88935	G5EGI2
Q9EQS3	Q10454	Q99417	Q9VF23
P62244	P48149	O17218	Q3E7Y3
Q14162	Q9JLF7	Q9VJQ0	G5EFX6
P02746	Q9R171
Q14197	Q9VKU3	Q95QC2	Q12322
Q9UIL1	G5EDQ5
Q9Y2W6	Q9VQ91
P34369	Q6P2Q9	A1Z8U0	P33334
P47130	Q5JVF3	Q9VTL1
P60228	O77410	O61820
P07288	Q8ING0
P28708	Q0KHV6
P15454	P70175	P91182	Q5T2T1	Q8MR96
Q9U308	Q14324	Q9I7U4
O14627	P34766	P07548
G5EFP5	Q11130	Q9VUL9
Q15393	Q8T9L6	Q21554
P46769	P38979	P46654
Q23288	Q9H9C1	Q9VAG4
Q9BLC4	P41696	Q3SYG0	Q9W4F9
Q9NVF7	Q9VT01
Q9UGU5	Q9W3S4
P52034	Q9WUA3	P17858	P16862
P22732	P40441
Q8WWY3	Q12460
Q9NVE7	Q9VPG5	Q04430
Q8T053	B2RR24	O14978
O43915	Q00731
Q6ZVK8	O45830
O14745	Q80Z38
P34885	Q8IV61	Q8SZT8
Q6P1G2	Q9VHH9	P40034	Q9GYI0
B1V8A0	Q06449	Q9Z0R4	O43639
Q9NPG2	P53857
Q961A8	O95340	P08536
P38889	Q00613	G5EFT5
Q19519	Q86VN1	Q9VU87
P39944	Q9W0L7
Q9VS54	Q12051
Q9Z1D1	P31483	Q8IMX4
P34653	Q58A45	Q95RR8	P36102
Q8N264	P17121
P91057	P0CG48	Q24576
P48611	Q03393	O02058
Q12798	Q9VG23
Q9W384	O54941	Q9BL39
Q8N612	Q9VQK0
Q7JR72	Q53TN4	O16271
Q8IUZ5	Q9VW68	P91408	P18544
Q3U133	Q9VN10	O45103	Q9NPA5
A2J422	P01820
Q68DI1	Q4V3F5
P20436	P52434	Q19826
P02517	H2KYS1
Q6IQ08	Q9NF14
O17921	P06603	Q13748
Q6AWJ9	Q04912	H2KZU7
O01960	P17028	Q8SX40
P27635	Q09533	O61231	P41805
Q03497	O01583	P31938	Q24213	Q13177
Q9Y3Z3	Q9VVY4	Q09374
Q96SW2	Q9VH36
Q8MSX1	Q9Y2K5	Q9N4P3
Q95RV8	P21675
Q9H078	P31539
P05084	Q13127
Q9DBX7	A0A087WSW0	Q01069
Q9VIB5	O16497
O17583	Q7KRY7	B2RUJ5
Q8TEE9	Q1EHW4
P53624	Q9BV94	P32906
O95461	Q9VK55
P41846	Q9UH92	Q9VID4
Q7K3X8	P05187	P11491
V6CJ04	Q96G01	P16568
Q0IGS1	Q22829	Q15973
Q8CGY8	P31948	G5EE04	Q9VKC8	P07213
O75340	Q8IHA0
O95455	O62107	Q9W0P5	P04397
P48723	P32590
Q9VG51	Q8N5Z3	Q08826
Q07954	Q99PJ1	P24014	G5EDK5
Q9VPM0	P78346	P38786
Q06278	Q9VF51
Q4VC31	Q9VW41
Q9H9Y6	P25167	P08518
Q9ULK2	P53165
Q8NI60	P27697
A1Z6R7	P62821	P61020
P34475	P09733	P08841
P49769	P49810	O02194
Q00637	A0A0C4DFU2	P00447
Q62441	O02482	P16371	Q08117
Q9VER6	Q92673	P32319
Q9NEY7	P39724	Q53S33	A1Z933
Q9BXI6	Q9VYY9	P97366
Q14562	P24785
P38647	O95757	P36016
Q0E8J0	Q21502
Q14534	P32476
Q8N609	Q9W5C2
P51687	Q9V4N3	Q20976
Q24JP5	Q9W427
Q969V4	Q8T3Z0
Q9VB02	P32796
O61975	P25625
Q6PJI9	Q04225	Q9VVI0
P53853	Q18240	Q9UJ04	P53997
P17336	Q8MYL7	P06115
P05064	P54216
P21243	O17586	P25787
Q61817	Q8TEY5	Q4JFI0
Q8TDN6	Q08235	Q9VZE6	P34524
Q9UL51	Q02280
Q9VNV2	Q9P0R6	Q22757
Q9TXI1	P39688	Q963E5	P07947
Q02870	P19447	Q00578
G5EDT6	O17049	O88351	P50873	O14920
Q0E8K5	Q9BSF8	Q21747
Q8IYS0	Q8VEF1	P43560
Q01831	Q24595	P14736
P42704	Q9W592
Q04272	Q96FZ7	Q9W236
Q9V3J1	Q22494	Q9UI12	P41807
Q09305	Q8C161	Q9Y312	P32357
Q03532	Q95YF3	P23128	Q14240
Q9VGT3	Q18081
Q96N58	Q9W403
A1Z7Q7	Q96SE0	Q18610	P38295
Q9VJC7	P43897	Q20819
Q9Y5J1	Q9V7P1	P40362
Q92547	Q9VY97
Q9NRQ5	Q8SY72
Q15329	G5EF11
Q8T0D9	Q95YE2
Q9VVW5	Q9UNI6	P38590
O14874	P40530
O13516	P46781	P55935	Q20228
Q9VQA2	Q18539
A0A0G2JIA5	Q9VSR7	E2JL04	P09436
Q9BRA2	Q9VMQ9
Q6PKD3	Q8I093
Q7KPG8	P51948	Q03290
P56079	O95674	P38221
Q02890	Q96IV0	Q7KRR5
Q07953	Q9Y3A5	Q9VRY5
Q9NQG7	A1ZAX6
Q9VVL6	Q8C1S0	A0JLT2	Q9N4F2
Q8N3U4	Q19555	P40541
O75128	Q5NBX1
